agencia,municipio,uf,area,consumo
caixa,BRASILIA,DF,602,150160
caixa,PORTO ALEGRE,RS,602.1,36762
caixa,NATAL,RN,602.7,233021
caixa,SOMBRIO,SC,604.2,102157
caixa,CASCAVEL,PR,604.8,91804
caixa,GUAPORE,RS,605.3,82248
caixa,BREVES,PA,605.9,165156
caixa,ESTANCIA,SE,606.5,169558.5
caixa,GUAIRA,PR,606.9,110640
caixa,NAZARE,BA,607,97080
caixa,SAO PAULO,SP,607.2,187980
caixa,PELOTAS,RS,607.5,106401
caixa,GUARATUBA,PR,608.7,107817.5
caixa,JABOATAO DOS GUARARAPES,PE,609.2,150528
caixa,TRAMANDAI,RS,609.4,102400
caixa,ITUPORANGA,SC,611,62156
caixa,SAO FRANCISCO DO SUL,SC,612,102897
caixa,ORLANDIA,SP,612.3,181800
caixa,PALMEIRA,PR,612.5,111880
caixa,RIO DE JANEIRO,RJ,615,99680
caixa,CAMBE,PR,615.5,168389
caixa,JOAO PESSOA,PB,616.9,179231
caixa,BAMBUI,MG,617.2,72160
caixa,CAMPOS GERAIS,MG,617.7,141280
caixa,BIRIGUI,SP,618,134516
caixa,OURICURI,PE,619,159242
caixa,BAYEUX,PB,620,172959
caixa,TERESINA,PI,620,262334
caixa,AIMORES,MG,620,159680
caixa,RIO DE JANEIRO,RJ,620,212800
caixa,CANOAS,RS,620,86728
caixa,SAPIRANGA,RS,620,88532
caixa,PEDREIRA,SP,621.2,173880
caixa,MIRASSOL,SP,622,142960
caixa,JANDAIA DO SUL,PR,622.4,106084
caixa,LOUVEIRA,SP,622.8,104520
caixa,MARICA,RJ,622.9,91549
caixa,PELOTAS,RS,623.1,79010
caixa,APARECIDA,SP,624,96400
caixa,VALENCA,BA,624,190998
caixa,SAPE,PB,624,155877
caixa,PLANALTINA,GO,624,101118
caixa,FORTALEZA,CE,624.8,146591
caixa,MANTENA,MG,625.1,165680
caixa,GOIANA,PE,625.2,170677
caixa,JARU,RO,626.7,163681
caixa,ARARIPINA,PE,627.5,185349
caixa,SAO PAULO,SP,628,124426
caixa,ARVOREZINHA,RS,628.4,60580
caixa,ESPIRITO SANTO DO PINHAL,SP,628.7,94548
caixa,SAO PAULO,SP,628.8,87341
caixa,CURVELO,MG,629,175960
caixa,PATOS,PB,629.2,239238
caixa,BRASILIA,DF,630,170280
caixa,SAO PAULO,SP,630,91103
caixa,SANTO ANTONIO DE JESUS,BA,631,144920
caixa,ALMENARA,MG,631,195522
caixa,BELEM,PA,632.6,114725
caixa,PEDREIRAS,MA,633,155100
caixa,JACAREZINHO,PR,633.5,160614
caixa,SAO PAULO,SP,633.6,146620
caixa,COLATINA,ES,634.5,133791
caixa,CASTRO,PR,635,106600
caixa,TEFE,AM,635.1,142739
caixa,NOVA PRATA,RS,636.5,80220
caixa,RIO DE JANEIRO,RJ,636.9,169040
caixa,CAJATI,SP,637.1,85046.5
caixa,BELO HORIZONTE,MG,638,267840
caixa,ITABERAI,GO,638.6,132843
caixa,CASA BRANCA,SP,639,133831
caixa,CAMPINAS,SP,639,174748
caixa,VACARIA,RS,639.8,107751
caixa,JARAGUA,GO,640,155851
caixa,MARITUBA,PA,640,209413
caixa,SAO PAULO,SP,640,101884.5
caixa,VERANOPOLIS,RS,641.1,63865
caixa,COXIM,MS,641.4,144755
caixa,SETE LAGOAS,MG,642,171042
caixa,ALEGRETE,RS,642,130443
caixa,REALEZA,PR,643.2,102420
caixa,BEZERROS,PE,643.5,107405
caixa,TREMEMBE,SP,644.1,108120
caixa,ITUPEVA,SP,646,154301
caixa,RIO DE JANEIRO,RJ,647,202568
caixa,OSASCO,SP,647.5,174264
caixa,CRICIUMA,SC,648,112166
caixa,MOJI MIRIM,SP,649.8,238599
caixa,RECIFE,PE,650,274207
caixa,PARAUAPEBAS,PA,650,196146
caixa,NITEROI,RJ,650,240331
caixa,CAPIVARI DE BAIXO,SC,650,118006
caixa,ALVORADA,RS,650,102280
caixa,ARAUCARIA,PR,650,95147
caixa,BLUMENAU,SC,650,125156
caixa,BALNEARIO CAMBORIU,SC,650,120908
caixa,ITAJAI,SC,650,117368
caixa,BENTO GONCALVES,RS,651.1,42297
caixa,XIQUE-XIQUE,BA,652.2,142615
caixa,BRASILIA,DF,654,126760
caixa,COLOMBO,PR,655,128710
caixa,NOSSA SENHORA DA GLORIA,SE,655,183516
caixa,CAMBUQUIRA,MG,656.2,74120
caixa,CAMPINAS,SP,656.8,164916
caixa,MANACAPURU,AM,659.9,238802
caixa,PORECATU,PR,660,92734
caixa,TAUBATE,SP,660,181821
caixa,PORTO ALEGRE,RS,660.9,122800
caixa,BAURU,SP,662.5,113715
caixa,NATAL,RN,663,57160
caixa,VITORIA DA CONQUISTA,BA,663.2,140893
caixa,RIO DE JANEIRO,RJ,663.5,182640
caixa,CURITIBA,PR,663.8,73163
caixa,BAEPENDI,MG,664.1,85800
caixa,RIO NEGRO,PR,664.3,116664
caixa,NOVO HAMBURGO,RS,665.5,140935
caixa,CAMARAGIBE,PE,667.1,193299
caixa,POUSO ALEGRE,MG,667.2,113200
caixa,MARILIA,SP,667.4,172249
caixa,BARRA DE SAO FRANCISCO,ES,667.5,132753
caixa,SAO JOSE DO RIO PRETO,SP,668.7,158334
caixa,ARACATUBA,SP,668.9,173718
caixa,ILHA SOLTEIRA,SP,669.1,147640
caixa,SANTA HELENA DE GOIAS,GO,669.2,123250
caixa,NOSSA SENHORA DO SOCORRO,SE,669.2,156866
caixa,RIO DE JANEIRO,RJ,670,233400
caixa,FORTALEZA,CE,670,93827
caixa,CHAPECO,SC,670,79710
caixa,GETULIO VARGAS,RS,670.4,66199
caixa,PORTO ALEGRE,RS,670.8,82754
caixa,GRAVATAI,RS,671,107440
caixa,PORTO ALEGRE,RS,671,103960
caixa,SAO LEOPOLDO,RS,671,92440
caixa,ALEGRE,ES,671.2,99866.5
caixa,CANOAS,RS,671.3,83589
caixa,SALVADOR,BA,672,177355
caixa,SAO LEOPOLDO,RS,672,109050
caixa,FRUTAL,MG,672,141800
caixa,NILOPOLIS,RJ,672.5,200888
caixa,CAMPOS DOS GOYTACAZES,RJ,674.9,133691
caixa,SOBRADINHO,RS,675.3,83383
caixa,CAMACARI,BA,676.3,255844
caixa,RIO DE JANEIRO,RJ,677.4,174720
caixa,ATIBAIA,SP,677.6,116708
caixa,SOROCABA,SP,678.1,145082
caixa,RIO DE JANEIRO,RJ,678.7,196160
caixa,MARILIA,SP,679.2,116213
caixa,CARAPICUIBA,SP,679.5,111173
caixa,MONTES CLAROS,MG,680,148055
caixa,RIO DE JANEIRO,RJ,681.3,228864
caixa,SAO PAULO,SP,681.3,97021
caixa,LAGOA SANTA,MG,681.8,183960
caixa,FERNANDOPOLIS,SP,682.4,157800
caixa,RIO GRANDE,RS,682.9,123961
caixa,FRAIBURGO,SC,684.3,127065
caixa,TIJUCAS,SC,685,138274
caixa,IBIUNA,SP,686,98610
caixa,ARACATI,CE,686.6,234209
caixa,ITABERABA,BA,686.6,227833
caixa,TAQUARITINGA,SP,687.5,153401
caixa,ITAPECERICA,MG,687.6,73360
caixa,FARTURA,SP,687.8,137954
caixa,CAMPO VERDE,MT,688.3,153996
caixa,GASPAR,SC,688.4,142182
caixa,CATANDUVA,SP,688.7,131546
caixa,CAMPOS DOS GOYTACAZES,RJ,689.5,239610
caixa,BELEM,PA,690.8,205505
caixa,JUIZ DE FORA,MG,691.1,125720
caixa,GUACUI,ES,691.3,112718
caixa,BARBALHA,CE,691.4,135528
caixa,ITAPERUNA,RJ,691.5,231836
caixa,JANAUBA,MG,691.8,165760
caixa,NAVIRAI,MS,692.9,168891
caixa,SALVADOR,BA,694.2,140451
caixa,SALVADOR,BA,694.2,82310.5
caixa,ARUJA,SP,694.3,133240
caixa,ITAPIRA,SP,694.3,173040
caixa,SANTA FE DO SUL,SP,695,149340
caixa,BIRITIBA-MIRIM,SP,695.1,112880
caixa,PRESIDENTE PRUDENTE,SP,695.2,54609
caixa,CARPINA,PE,695.4,211921
caixa,POMERODE,SC,696,101197
caixa,PORTO VELHO,RO,696,197928.5
caixa,ESTRELA,RS,696.6,133723
caixa,SAO PAULO,SP,697,136579
caixa,ARIQUEMES,RO,697.2,287471.5
caixa,CAPAO DA CANOA,RS,697.9,129120
caixa,DIAMANTINA,MG,698.2,95840
caixa,JARDIM,MS,698.4,141233
caixa,BRAGANCA,PA,698.9,194715
caixa,VILA VELHA,ES,699.2,168510
caixa,XINGUARA,PA,699.8,165303
caixa,PEDRO LEOPOLDO,MG,700,115880
caixa,MONTE MOR,SP,700,171321
caixa,MEDIANEIRA,PR,700,127181
caixa,SAO PAULO,SP,700,110727
caixa,RIBEIRAO PRETO,SP,700,201116
caixa,PONTA GROSSA,PR,700,107628
caixa,UBERABA,MG,700,158040
caixa,SAO JOSE DOS CAMPOS,SP,700,119190
caixa,OLINDA,PE,700,205015
caixa,IMPERATRIZ,MA,700,225864
caixa,PONTA GROSSA,PR,700,122224
caixa,SAO JOSE DOS PINHAIS,PR,700,110908
caixa,DOIS VIZINHOS,PR,700,130470
caixa,PRUDENTOPOLIS,PR,700,146715
caixa,PALMEIRAS DE GOIAS,GO,700,131515
caixa,RIO DE JANEIRO,RJ,700,122150
caixa,GRAVATA,PE,700.2,158614
caixa,CAPANEMA,PR,700.5,118234
caixa,CAMBARA,PR,701,138733
caixa,SAO PAULO,SP,701,88088
caixa,CONCEICAO DAS ALAGOAS,MG,701.2,125440
caixa,POMBAL,PB,701.3,201824
caixa,EMBU,SP,703,102676
caixa,SAO JOSE DOS CAMPOS,SP,703,132565
caixa,GUAXUPE,MG,705,201240
caixa,VITORIA,ES,705.2,133964
caixa,SAO PAULO,SP,706,144290
caixa,FLORIANOPOLIS,SC,706.1,137600
caixa,IPORA,PR,706.3,113313
caixa,TUCURUI,PA,708.3,223703
caixa,PIEDADE,SP,709,72920
caixa,SANTA CRUZ DO SUL,RS,709.3,94368
caixa,BARRA MANSA,RJ,709.5,147120
caixa,BELO HORIZONTE,MG,710,111360
caixa,NOVA ODESSA,SP,710,140844
caixa,TERESINA,PI,711.7,87262
caixa,TRES PASSOS,RS,712,106422
caixa,LORENA,SP,712.5,149080
caixa,TAUA,CE,714,151100
caixa,MINEIROS,GO,715.5,137454
caixa,SANTA LUZIA,MG,715.7,159520
caixa,SAO BERNARDO DO CAMPO,SP,716.2,117677
caixa,PORTO ALEGRE,RS,717.1,235044
caixa,CASTELO,ES,717.5,96900
caixa,ADAMANTINA,SP,718,119875
caixa,CHAPADINHA,MA,718.6,183850
caixa,IRECE,BA,719.1,228297
caixa,LUZ,MG,719.5,196560
caixa,BRASILIA,DF,720,129720
caixa,RIBEIRAO PRETO,SP,720,242585
caixa,SAO PAULO,SP,720,91550
caixa,UBERABA,MG,720.2,154440
caixa,BAURU,SP,720.5,132183
caixa,SAO PAULO,SP,721.7,172234
caixa,GUAIBA,RS,722.1,162340
caixa,PORTO ALEGRE,RS,722.4,152570
caixa,GOIANESIA,GO,723.7,183110
caixa,PRESIDENTE EPITACIO,SP,724,189926
caixa,MESQUITA,RJ,724.2,181097
caixa,PARAGOMINAS,PA,726.1,202270
caixa,OSASCO,SP,727,150125
caixa,CAMPINAS,SP,727,126248
caixa,SAO BORJA,RS,727.1,88944
caixa,VILA VELHA,ES,727.6,116803
caixa,INDAIATUBA,SP,728.4,139218
caixa,TOCANTINOPOLIS,TO,728.5,192601
caixa,ANTONINA,PR,728.9,85785
caixa,SAO PAULO,SP,729,133043
caixa,ESPUMOSO,RS,729,84160
caixa,GUARULHOS,SP,730,128660
caixa,CAUCAIA,CE,730,170459
caixa,PALMARES,PE,730.1,230274
caixa,ROSARIO DO SUL,RS,731.6,79069
caixa,SALVADOR,BA,732.5,175230
caixa,ITAPOLIS,SP,732.5,168169
caixa,SALVADOR,BA,732.9,235834
caixa,LIMEIRA,SP,734.6,146830
caixa,SAO PAULO,SP,735,115301
caixa,SAO LUIS,MA,735.8,245334
caixa,CAMPINAS,SP,736,111144
caixa,CANOAS,RS,736,109310
caixa,FORTALEZA,CE,736.2,187331
caixa,ESCADA,PE,737.3,179351
caixa,SAO JOSE DO RIO PRETO,SP,737.9,174436
caixa,VOLTA REDONDA,RJ,738.1,163520
caixa,ITURAMA,MG,738.2,173560
caixa,AMERICANA,SP,739,180831
caixa,OLIVEIRA,MG,740,105920
caixa,SUMARE,SP,740,134934
caixa,IMBITUBA,SC,740,134120
caixa,SAO JOSE DO RIO PRETO,SP,740,206831
caixa,JACAREI,SP,740.1,163398
caixa,SAO JOSE DOS CAMPOS,SP,740.2,192960
caixa,LONDRINA,PR,740.9,90540
caixa,MAGE,RJ,741,179590
caixa,SERRA,ES,741.3,199264
caixa,SAO PAULO,SP,742,119674.5
caixa,RIBEIRAO PIRES,SP,742.4,121256
caixa,APARECIDA DE GOIANIA,GO,743,185873
caixa,CARUARU,PE,743,195959
caixa,SAO PAULO,SP,743.3,24130
caixa,SAO PAULO,SP,744,191317
caixa,CAMPO LARGO,PR,744.1,106873
caixa,MOGI GUACU,SP,744.3,146747
caixa,NAZARE DA MATA,PE,744.5,261647
caixa,VARZEA PAULISTA,SP,745,156858
caixa,SANTA BARBARA D'OESTE,SP,745,163013
caixa,BELO HORIZONTE,MG,746,156040
caixa,NOVA GRANADA,SP,746.8,167189
caixa,SAO LEOPOLDO,RS,747,119528
caixa,ANDRADINA,SP,747.3,197280
caixa,PRESIDENTE PRUDENTE,SP,748,156785
caixa,SAO PAULO,SP,748,123187
caixa,SAO PEDRO,SP,748,145545
caixa,MORRO DA FUMACA,SC,748,133063
caixa,CAIEIRAS,SP,748.4,117600
caixa,CAPIVARI,SP,748.5,136640
caixa,SAO PAULO,SP,748.5,117104
caixa,SANTO ANDRE,SP,748.7,123485
caixa,RIBEIRAO PRETO,SP,749,207551
caixa,SAO PAULO,SP,749.2,74303.5
caixa,MACEIO,AL,750,181516
caixa,ANDRADAS,MG,750,120800
caixa,JARAGUA DO SUL,SC,750,146028
caixa,RIO DE JANEIRO,RJ,750,172000
caixa,BELFORD ROXO,RJ,750,212756
caixa,MONTE ALTO,SP,750,151286
caixa,PORTO VELHO,RO,750,263229.5
caixa,SAO JERONIMO,RS,750,91200
caixa,PATOS DE MINAS,MG,750,144360
caixa,MONTE CARMELO,MG,750,102600
caixa,BETIM,MG,750.3,153120
caixa,CAPELINHA,MG,751,120080
caixa,REGISTRO,SP,751.2,245280
caixa,SANTO ANDRE,SP,751.5,133209
caixa,CERES,GO,751.9,162852
caixa,NOVA ANDRADINA,MS,752.8,147220
caixa,SAO JOSE DO RIO PRETO,SP,753.3,96836
caixa,BELO HORIZONTE,MG,753.4,60290
caixa,LAGARTO,SE,753.4,177123
caixa,SANTO ANTONIO DA PLATINA,PR,753.8,160264
caixa,CONTAGEM,MG,754,141800
caixa,VITORIA,ES,754.7,102688.5
caixa,CAMPO BOM,RS,755.1,141927
caixa,URUSSANGA,SC,755.3,116805
caixa,SERRA TALHADA,PE,756,162997
caixa,MACEIO,AL,757,331405
caixa,CURITIBA,PR,757.5,125948
caixa,CAMPO GRANDE,MS,757.8,277006
caixa,RIO DE JANEIRO,RJ,759.5,232748
caixa,CURITIBA,PR,760,199714
caixa,HORTOLANDIA,SP,760,217079
caixa,RIO DE JANEIRO,RJ,760.2,217120
caixa,ITABUNA,BA,760.7,140465
caixa,CURITIBA,PR,761.3,103080
caixa,SANTOS,SP,762,127712
caixa,SUMARE,SP,762,146643
caixa,BELO HORIZONTE,MG,762.1,136440
caixa,RECIFE,PE,762.4,196521
caixa,AFONSO CLAUDIO,ES,762.8,95185
caixa,BELO HORIZONTE,MG,763,193880
caixa,RIO DE JANEIRO,RJ,763,197600
caixa,TAPEJARA,RS,763,95387
caixa,SAO VICENTE,SP,765.9,190604
caixa,ITU,SP,765.9,142125
caixa,CURITIBA,PR,766.6,86885
caixa,CAMPO GRANDE,MS,767,164550
caixa,DIVINOPOLIS,MG,767.5,127320
caixa,MACAE,RJ,767.8,189640
caixa,SAO SEBASTIAO DO PARAISO,MG,768.5,113920
caixa,ITAPIPOCA,CE,768.8,195954
caixa,SAO GONCALO,RJ,769.1,116156
caixa,JOAO PESSOA,PB,769.4,239490
caixa,ARTUR NOGUEIRA,SP,769.5,131282
caixa,CAXIAS DO SUL,RS,769.6,125442
caixa,PORTO ALEGRE,RS,770.2,137770
caixa,BELO HORIZONTE,MG,772.4,232800
caixa,BELO HORIZONTE,MG,773.6,39535
caixa,PRIMAVERA DO LESTE,MT,774.3,168356
caixa,SOLEDADE,RS,775.5,67894
caixa,JAU,SP,775.9,154003
caixa,MANAUS,AM,779,292061
caixa,ANAPOLIS,GO,779.9,193087
caixa,BRASILIA,DF,780,180480
caixa,PORTO ALEGRE,RS,780,127964
caixa,SAO MATEUS,ES,780.2,253338
caixa,MARAU,RS,780.4,153690
caixa,BARRA DO GARCAS,MT,783,251981
caixa,VILA VELHA,ES,783,200916
caixa,SAO PAULO,SP,783.4,131888
caixa,PORTO ALEGRE,RS,783.6,109816
caixa,VOLTA REDONDA,RJ,784,198888
caixa,ARROIO DO MEIO,RS,784.8,89161
caixa,SALVADOR,BA,786.5,207590
caixa,MORRINHOS,GO,787.5,127477
caixa,MOSSORO,RN,787.9,226298
caixa,AGUAS DE LINDOIA,SP,788,85015
caixa,SAO FIDELIS,RJ,789.2,121680
caixa,PIRACICABA,SP,789.5,131663
caixa,FOZ DO IGUACU,PR,790,183629
caixa,BELO HORIZONTE,MG,791,174560
caixa,VALENCA,RJ,791.9,247348
caixa,POMPEIA,SP,792,205266
caixa,PROPRIA,SE,792.1,161815.5
caixa,MAUA,SP,792.6,103041
caixa,LAURO DE FREITAS,BA,793,200932
caixa,RIO DE JANEIRO,RJ,794.4,175480
caixa,IVAIPORA,PR,794.9,148610
caixa,PORCIUNCULA,RJ,795,111848
caixa,UBERLANDIA,MG,798.2,200160
caixa,SANTA MARIA,RS,798.4,92460
caixa,CORNELIO PROCOPIO,PR,798.6,182090
caixa,NOVA VENECIA,ES,798.9,122955
caixa,GUARABIRA,PB,799.5,199918
caixa,CURITIBA,PR,800,139441
caixa,NATAL,RN,800,275626
caixa,SAO PAULO,SP,800,144819
caixa,JUNDIAI,SP,800,174896
caixa,CURITIBA,PR,800,87239
caixa,MARINGA,PR,800,145192
caixa,HORIZONTE,CE,800,125173
caixa,SOROCABA,SP,800.1,150131
caixa,NITEROI,RJ,801.4,155466
caixa,MOGI DAS CRUZES,SP,801.9,131709
caixa,ITABIRITO,MG,801.9,155760
caixa,MOCOCA,SP,802.7,201606
caixa,SAO BERNARDO DO CAMPO,SP,802.8,109083
caixa,LARANJEIRAS DO SUL,PR,803.6,95584
caixa,RIO DE JANEIRO,RJ,803.8,175748
caixa,NITEROI,RJ,805,364302
caixa,RIO DE JANEIRO,RJ,805,194870
caixa,SANTO ANDRE,SP,806.2,81146
caixa,DUQUE DE CAXIAS,RJ,807,138319
caixa,SAPIRANGA,RS,807.6,171205
caixa,PARINTINS,AM,808,160501
caixa,MANAUS,AM,809.6,134700
caixa,SAO LOURENCO DO SUL,RS,810,115816
caixa,CARATINGA,MG,811.7,196440
caixa,PAULINIA,SP,811.7,192183
caixa,SAO PAULO,SP,812.1,119793
caixa,VITORIA,ES,813.7,279865
caixa,LONDRINA,PR,813.7,162048
caixa,SAO PAULO,SP,813.8,145589
caixa,MANAUS,AM,814,263217
caixa,MACAPA,AP,814.8,246107
caixa,NOVA PETROPOLIS,RS,816.4,92224
caixa,FERRAZ DE VASCONCELOS,SP,816.9,100233
caixa,SAPUCAIA DO SUL,RS,817.6,151582
caixa,BOA VISTA,RR,818,281483
caixa,MARINGA,PR,819.4,182825
caixa,MACAU,RN,820,336939
caixa,GOIANIA,GO,820,173002
caixa,GOIANIA,GO,820.3,149893
caixa,CAMPO GRANDE,MS,822.3,213234
caixa,ITANHAEM,SP,823.6,144219
caixa,SOUSA,PB,824.8,271217
caixa,JOAO MONLEVADE,MG,825,136800
caixa,ITARARE,SP,825,89580
caixa,EUNAPOLIS,BA,826,337610
caixa,VILA VELHA,ES,827.6,496040
caixa,SARANDI,PR,828.7,147680
caixa,ROLIM DE MOURA,RO,829,186073.5
caixa,MANAUS,AM,829.8,270904
caixa,TERESINA,PI,832.6,304908
caixa,PORTO SEGURO,BA,833.5,200530
caixa,RIBEIRAO PRETO,SP,833.5,197770
caixa,PORTO ALEGRE,RS,834.9,144750
caixa,VARZEA GRANDE,MT,835.2,199822
caixa,SAO PAULO,SP,835.7,123596
caixa,RIO DE JANEIRO,RJ,836.6,173800
caixa,FRANCA,SP,838.6,166560
caixa,TABOAO DA SERRA,SP,838.9,246467
caixa,ITAPEMA,SC,839,168585
caixa,CARANGOLA,MG,840,180920
caixa,NAVEGANTES,SC,840,220891
caixa,ASTORGA,PR,840.4,127448
caixa,SALVADOR,BA,841,190508
caixa,MARECHAL CANDIDO RONDON,PR,841.1,163495
caixa,BOA VISTA,RR,842.5,175972
caixa,SAO GABRIEL,RS,843.1,118380
caixa,PRESIDENTE PRUDENTE,SP,844,136080
caixa,NATAL,RN,845.2,243127
caixa,SAO MANUEL,SP,846,103362
caixa,CAXIAS,MA,846.9,253235
caixa,UBERABA,MG,847.1,51176
caixa,JOAO PESSOA,PB,847.5,245813
caixa,ITUVERAVA,SP,848.2,152045
caixa,JUIZ DE FORA,MG,848.7,152480
caixa,GARCA,SP,849.6,181520
caixa,BELO HORIZONTE,MG,849.6,140350
caixa,CURITIBA,PR,849.9,135338
caixa,MANAUS,AM,850,279374
caixa,NOVO HAMBURGO,RS,850,115304
caixa,SAO PAULO,SP,851.1,147381
caixa,RESENDE,RJ,851.9,149008
caixa,RONDONOPOLIS,MT,852.2,199074
caixa,BELO HORIZONTE,MG,852.6,173440
caixa,ITABORAI,RJ,853,249179
caixa,SAO PAULO,SP,853,226582
caixa,CANOAS,RS,853.6,122000
caixa,PENEDO,AL,856.3,182308
caixa,CAMOCIM,CE,857,152572
caixa,SAO PAULO,SP,857.9,142328
caixa,FORMIGA,MG,858.7,169000
caixa,RIO DE JANEIRO,RJ,859.1,199600
caixa,MARABA,PA,859.1,232576
caixa,VENANCIO AIRES,RS,861.3,142190
caixa,FLORIANOPOLIS,SC,861.6,73834
caixa,SAO PAULO,SP,861.9,122675
caixa,QUEIMADOS,RJ,864,244963
caixa,NIQUELANDIA,GO,864,149890
caixa,PINHAIS,PR,864.6,35758
caixa,CAMPINA GRANDE DO SUL,PR,865.3,114101
caixa,VESPASIANO,MG,867.5,175156
caixa,PALMAS,TO,868,236293
caixa,TUBARAO,SC,868,165920
caixa,GARANHUNS,PE,868.2,115103
caixa,LAURO DE FREITAS,BA,869.4,381099
caixa,UBERLANDIA,MG,869.5,201360
caixa,MATAO,SP,869.6,188163
caixa,BAURU,SP,869.8,138726
caixa,COLOMBO,PR,870,95440
caixa,SALVADOR,BA,871.5,235333
caixa,UBERLANDIA,MG,871.9,425914
caixa,CARAGUATATUBA,SP,871.9,223874
caixa,SAO PAULO,SP,872,176326
caixa,FORTALEZA,CE,872,323128
caixa,CURITIBA,PR,872.5,138400
caixa,MACEIO,AL,873.4,378481
caixa,RIO DE JANEIRO,RJ,874,171806
caixa,SENHOR DO BONFIM,BA,876.2,197326
caixa,SAO GONCALO,RJ,877,235763
caixa,AMARGOSA,BA,878.6,191675
caixa,RIO DE JANEIRO,RJ,879,234400
caixa,PORTO ALEGRE,RS,880.3,162726
caixa,PETROLINA,PE,881,401027
caixa,PORTO FERREIRA,SP,881.3,202863
caixa,RIO PARDO,RS,882,73534
caixa,PARANAIBA,MS,882,166838
caixa,SANTAREM,PA,882.5,322880
caixa,SAO PAULO,SP,883,128570
caixa,ARAPIRACA,AL,884.7,248221
caixa,FLORIANOPOLIS,SC,887.6,180703
caixa,SAO PAULO,SP,889,163530
caixa,BELO HORIZONTE,MG,891.7,239509
caixa,APARECIDA DE GOIANIA,GO,892.5,277430
caixa,TERESINA,PI,892.9,404507
caixa,SAO BERNARDO DO CAMPO,SP,893.4,84590
caixa,GUARUJA,SP,893.9,186554
caixa,SAO PAULO,SP,895,41095
caixa,MARABA,PA,895,266991
caixa,RIO DE JANEIRO,RJ,895.7,231895
caixa,CRUZEIRO,SP,896.5,210960
caixa,FEIRA DE SANTANA,BA,897.4,218174
caixa,RIO DE JANEIRO,RJ,897.7,104538
caixa,GUANAMBI,BA,898,324965
caixa,JOAO PESSOA,PB,898,197113
caixa,JAGUARAO,RS,898.3,124330
caixa,TERESINA,PI,899,277931
caixa,PONTE NOVA,MG,899.7,90320
caixa,CORONEL FABRICIANO,MG,900,214000
caixa,TIMON,MA,900,232744
caixa,UBERLANDIA,MG,900,330080
caixa,FORTALEZA,CE,900,267596
caixa,RIBEIRAO PRETO,SP,900,233480
caixa,FORTALEZA,CE,900,277871
caixa,SAO PAULO,SP,900,136254
caixa,BELEM,PA,900,222537
caixa,CASTANHAL,PA,900,284036
caixa,CAMAQUA,RS,900,126428
caixa,TAUBATE,SP,900.3,111331
caixa,CACHOEIRA DO SUL,RS,900.7,167794
caixa,SAO PAULO,SP,900.7,112791
caixa,RIO DE JANEIRO,RJ,900.7,162800
caixa,SAO PAULO,SP,900.9,125842
caixa,SAO PAULO,SP,902,99612
caixa,FORTALEZA,CE,903.8,211205
caixa,SAO PAULO,SP,904.1,102459
caixa,IPATINGA,MG,905.2,238424
caixa,VILHENA,RO,905.7,206880
caixa,CALDAS NOVAS,GO,905.9,203186
caixa,BELO HORIZONTE,MG,906.2,128656
caixa,PASSO FUNDO,RS,908.4,118605
caixa,BELEM,PA,908.4,441156
caixa,SAO PAULO,SP,908.7,91318
caixa,RIO BRANCO,AC,909.1,252150
caixa,CARUARU,PE,909.3,130154
caixa,BELO HORIZONTE,MG,909.8,197840
caixa,NOVO GAMA,GO,910.5,142248
caixa,OSASCO,SP,910.5,132737
caixa,ICARA,SC,910.7,128240
caixa,SAO LUIS,MA,912.6,328238
caixa,FLORIANOPOLIS,SC,913.8,99986
caixa,ARACAJU,SE,914,276752
caixa,ILHEUS,BA,915.3,256202
caixa,SANTAREM,PA,915.5,316964
caixa,BELEM,PA,917.4,262620
caixa,CARIACICA,ES,918.8,199494.5
caixa,NITEROI,RJ,919,213569
caixa,LONDRINA,PR,919,166827
caixa,CURITIBA,PR,919.1,125150
caixa,PIRACICABA,SP,919.1,51634
caixa,PORTO ALEGRE,RS,920,114520
caixa,CANELA,RS,921.1,118365
caixa,ITABUNA,BA,922.5,335720
caixa,BELO HORIZONTE,MG,924.5,203680
caixa,UBERLANDIA,MG,925.3,158240
caixa,LONDRINA,PR,925.4,148790
caixa,CRUZEIRO DO SUL,AC,925.6,264453
caixa,RIO DE JANEIRO,RJ,926,228926
caixa,CAMPINAS,SP,926.6,144416
caixa,FREDERICO WESTPHALEN,RS,927.1,134503
caixa,JOINVILLE,SC,927.2,168474
caixa,SAO PAULO,SP,927.4,72492.5
caixa,ROLANDIA,PR,929.4,157677
caixa,CAJAMAR,SP,930,161516
caixa,CAICO,RN,930.5,337902
caixa,RIO DE JANEIRO,RJ,931.5,221600
caixa,LIMEIRA,SP,933.2,179300
caixa,CACHOEIRINHA,RS,935,188030
caixa,LARANJAL PAULISTA,SP,935.1,108500
caixa,PINHAIS,PR,935.1,137440
caixa,IRATI,PR,936.3,152080
caixa,SINOP,MT,936.8,293150
caixa,GRAMADO,RS,937,104040
caixa,ARACAJU,SE,938,320640
caixa,JALES,SP,940,173480
caixa,SAO PAULO,SP,940.3,153298
caixa,TIMBO,SC,940.3,151233
caixa,LONDRINA,PR,940.6,153233
caixa,CAMPO BELO,MG,942.7,189280
caixa,TIMOTEO,MG,943,188080
caixa,SAO JOSE,SC,943.4,147826
caixa,PORTO ALEGRE,RS,946,106020
