agencia,municipio,uf,area,consumo
santader,GOIANIA,GO,998,109253.49
santader,PETROPOLIS,RJ,998.4,107870.46
santader,NOVA IGUACU,RJ,999.7,209720.52
santader,BRASILIA,DF,1000,301928.72
santader,PORTO VELHO,RO,1000,69770.1
santader,GOIANIA,GO,1000,106739.45
santader,PETROLINA,PE,1000,146226.2
santader,SAO PAULO,SP,1000.1,167107.64
santader,CAMAQUA,RS,1001.8,66096.15
santader,RIO DE JANEIRO,RJ,1003.6,86731.45
santader,SUZANO,SP,1004.7,120507.75
santader,JUIZ DE FORA,MG,1005.6,101206.54
santader,SANTA ISABEL,SP,1005.8,95776.95
santader,PERUIBE,SP,1006.8,80879.4
santader,SANTOS,SP,1008.8,88873.04
santader,OSASCO,SP,1010,124364.95
santader,SAO PAULO,SP,1010,110134.66
santader,PORTO ALEGRE,RS,1011.2,141258.47
santader,BELEM,PA,1012,121996.99
santader,SAO BERNARDO DO CAMPO,SP,1012.1,77247.63
santader,SAO PAULO,SP,1014.8,188266.5
santader,MANAUS,AM,1015.1,219693.24
santader,PORTO ALEGRE,RS,1016,85471.38
santader,TAUBATE,SP,1018.6,100281.39
santader,BRASILIA,DF,1020,123898.95
santader,BRASILIA,DF,1020,211837.74
santader,SAO PAULO,SP,1020,122206.98
santader,RECIFE,PE,1020,78762.87
santader,SAO PAULO,SP,1020.4,128550.46
santader,SAO PAULO,SP,1020.9,77273.09
santader,SAO JOAO DA BOA VISTA,SP,1024.7,66253.99
santader,VITORIA SANTO ANTAO,PE,1028.4,306385.6
santader,BARRA MANSA,RJ,1029.1,64622.6
santader,OSASCO,SP,1030.4,156166.75
santader,IPATINGA,MG,1030.6,97293.9
santader,GOIANIA,GO,1031.7,64597.03
santader,SAO PAULO,SP,1032.3,213123.55
santader,BLUMENAU,SC,1035.1,134220.21
santader,CAMPINAS,SP,1038.7,103974.66
santader,CAXIAS DO SUL,RS,1038.9,91343.56
santader,SAO PAULO,SP,1040,77657.67
santader,SAO PAULO,SP,1041,139070.53
santader,PORTO ALEGRE,RS,1042.1,52803.91
santader,CAMPINAS,SP,1048.4,107187.66
santader,CAPAO BONITO,SP,1049.5,52797.43
santader,SOROCABA,SP,1051,108867.47
santader,SAO PAULO,SP,1054,179229.65
santader,RIO DE JANEIRO,RJ,1055,167603.49
santader,RIO DE JANEIRO,RJ,1055.5,268739.5
santader,SAO PAULO,SP,1060,47851.14
santader,UBERLANDIA,MG,1060,212459.11
santader,SAO JOSE DO RIO PRETO,SP,1064.1,113574.3
santader,JUIZ DE FORA,MG,1064.6,126094.78
santader,JACAREI,SP,1068,220954.69
santader,CAMPINAS,SP,1068,84263.79
santader,ARACAJU,SE,1069.4,182671.12
santader,SAO PAULO,SP,1072.3,222238.92
santader,SAO CARLOS,SP,1073.8,59088.9
santader,SAO PAULO,SP,1074,136542.37
santader,MOGI DAS CRUZES,SP,1078.7,82616.67
santader,VARGINHA,MG,1081.5,151847.25
santader,RIO DE JANEIRO,RJ,1083,227322.68
santader,POCOS DE CALDAS,MG,1083.2,60343.49
santader,RIBEIRAO PRETO,SP,1085.5,116555.39
santader,LONDRINA,PR,1086,62227.29
santader,ORLANDIA,SP,1086.3,82248.35
santader,BASTOS,SP,1088.2,65968.86
santader,SAO GONCALO,RJ,1090,120903.53
santader,SAO PAULO,SP,1090,121562.94
santader,UBERLANDIA,MG,1090.8,190251.03
santader,IGARAPAVA,SP,1091.1,50004.01
santader,GUARULHOS,SP,1091.3,94810.43
santader,SAO PAULO,SP,798,40105.86
santader,TORRES,RS,1094.6,83619.07
santader,OLINDA,PE,1096.4,140326.92
santader,BELO HORIZONTE,MG,1098.4,157984.41
santader,SAO PAULO,SP,1100,132010.33
santader,SAO PAULO,SP,1100,95851.41
santader,JOINVILLE,SC,1100.1,246655.56
santader,OSASCO,SP,1100.6,97783.51
santader,RECIFE,PE,1102.2,333593.45
santader,TAQUARITINGA,SP,1104.2,76175.56
santader,PIRACICABA,SP,1104.5,117662.83
santader,URUGUAIANA,RS,1108.9,45496.25
santader,JUIZ DE FORA,MG,1110,288387.19
santader,FLORIANOPOLIS,SC,1111,78040.25
santader,MANAUS,AM,1111,131682.61
santader,TAUBATE,SP,1111.5,264851.63
santader,LAVRAS,MG,1112.9,47466.9
santader,VITORIA,ES,1113.7,330177.22
santader,BRASILIA,DF,1117.2,255357.68
santader,SAO PAULO,SP,1119.3,60914.76
santader,ANANINDEUA,PA,1119.8,150094.94
santader,CRICIUMA,SC,1119.8,93477.89
santader,SANTOS,SP,1120.3,105062.97
santader,SAO PAULO,SP,1122,83790.21
santader,ARACATUBA,SP,1124.5,110608.97
santader,JUNDIAI,SP,1124.6,151730.59
santader,RECIFE,PE,1125.4,102098.19
santader,CUBATAO,SP,1136.4,84472.48
santader,BARRA BONITA,SP,1138.6,57427.05
santader,NOVO HAMBURGO,RS,1140.4,70588.22
santader,CRUZ ALTA,RS,1140.8,51745.53
santader,CAMPINAS,SP,1141.1,103667.46
santader,BARRA MANSA,RJ,1142.8,199702.84
santader,SAO PAULO,SP,1144.2,93875.65
santader,SAO PAULO,SP,1144.9,66053.31
santader,GUARULHOS,SP,1148.4,157242.96
santader,GOIANIA,GO,1153,128799.37
santader,CASCAVEL,PR,1155.9,139900.3
santader,UBERABA,MG,1156.1,125217.43
santader,VITORIA,ES,1157.3,101961.49
santader,SALVADOR,BA,1157.3,103905.54
santader,OSASCO,SP,1164.4,92003.89
santader,PORTO ALEGRE,RS,1164.9,56073.99
santader,SAO PAULO,SP,1165.4,117341.04
santader,CURITIBA,PR,1166,173585.18
santader,CACHOEIRO ITAPEMIRIM,ES,1166.2,132793.2
santader,LIMEIRA,SP,1166.7,85104.7
santader,SAO PAULO,SP,1166.9,116690.89
santader,SANTOS,SP,1169.3,120473.46
santader,BRASILIA,DF,1170,254584.95
santader,SAO PAULO,SP,1173.7,127653.83
santader,GUARUJA,SP,1174.4,148271.26
santader,BRASILIA,DF,1178.4,248836.25
santader,CAMPOS DOS GOYTACAZES,RJ,1180,293129.7
santader,SAO JOSE DO RIO PRETO,SP,1180,129137.62
santader,GUARULHOS,SP,1184.5,57405.83
santader,SANTO ANDRE,SP,1189.1,52817.89
santader,SANTO ANDRE,SP,1190.1,69322.11
santader,LARANJAL PAULISTA,SP,1191.4,63233.7
santader,SAO JOSE DOS CAMPOS,SP,1192,89899.92
santader,MANAUS,AM,1192.8,101938
santader,RIO DE JANEIRO,RJ,1194,196735.04
santader,SAO PAULO,SP,1198.4,147444.58
santader,ITAUNA,MG,1200.6,87482.86
santader,OLIMPIA,SP,1204,71637.11
santader,RONDONOPOLIS,MT,1205.1,71316.84
santader,SAO PAULO,SP,1206.3,136140.81
santader,PALHOCA,SC,1209.9,107474.17
santader,SAO PAULO,SP,1214.6,145419.56
santader,BOTUCATU,SP,1215,190614.4
santader,JUIZ DE FORA,MG,1216,251091.52
santader,SALVADOR,BA,1216.3,130607.93
santader,SAO PAULO,SP,1217.7,132239
santader,SAO PAULO,SP,1218.2,89238.43
santader,SAO PAULO,SP,1218.6,150764.26
santader,RIO DE JANEIRO,RJ,1218.9,190703.95
santader,SANTA BARBARA D OESTE,SP,1219.2,82674.13
santader,POA,SP,1219.9,150194.87
santader,FEIRA DE SANTANA,BA,1227.4,222681.84
santader,CRICIUMA,SC,1230,110874.76
santader,MOGI-MIRIM,SP,1230.9,97174.67
santader,SAO BERNARDO DO CAMPO,SP,1232.8,79510.62
santader,CURITIBA,PR,1233.3,107785.46
santader,NITEROI,RJ,1239,183762.75
santader,SAO PAULO,SP,1240,73095.22
santader,SAO PAULO,SP,1241,68659.83
santader,AMERICANA,SP,1243.2,94726.23
santader,GOIANIA,GO,1245.1,146115.35
santader,VITORIA,ES,1245.1,147187.98
santader,CANOAS,RS,1246,112028.1
santader,SAO JOSE DO RIO PRETO,SP,1249,118735.8
santader,SANTOS,SP,1249.3,88618.53
santader,SAO PAULO,SP,1252,101021.96
santader,SERRA,ES,1253.2,181846.31
santader,FRANCA,SP,1255.7,80448.56
santader,ARACAJU,SE,1256,182876.22
santader,SAO LUIS,MA,1256,96423.71
santader,DOURADOS,MS,1259,81937.92
santader,CAMPINA GRANDE,PB,1265.2,253933.86
santader,PRESIDENTE PRUDENTE,SP,1276,437703.88
santader,RIO DE JANEIRO,RJ,1281,177637.94
santader,SAO PAULO,SP,1284,77155.22
santader,SERTAOZINHO,SP,1285.2,86531.15
santader,BELEM,PA,1285.3,59228.44
santader,BRUSQUE,SC,1287.9,66102.75
santader,SAO PAULO,SP,1288.5,135786.52
santader,SAO CAETANO DO SUL,SP,1289,162625.53
santader,SAO BERNARDO DO CAMPO,SP,1290,60527.31
santader,SAO PAULO,SP,1293.8,48156.47
santader,JOINVILLE,SC,1300,155902.54
santader,SANTO ANDRE,SP,1301.4,175400.2
santader,PEDERNEIRAS,SP,1303.9,103375.72
santader,RIBEIRAO PRETO,SP,1304.9,112852.38
santader,MAIRIPORA,SP,1305.9,155388.6
santader,ARARAS,SP,1306.9,147010.23
santader,SAO PAULO,SP,1307,99848.99
santader,SAO PAULO,SP,1307,63490.22
santader,JAU,SP,1307.7,122756.68
santader,SAO PAULO,SP,1308,90170.4
santader,NATAL,RN,1308.7,183460.48
santader,SAO JOSE DOS CAMPOS,SP,1309.2,113785.55
santader,PAROBE,RS,1313.6,114847.23
santader,CAMPOS DOS GOYTACAZES,RJ,1314.7,207152.2
santader,BARUERI,SP,1314.8,113118.06
santader,ANAPOLIS,GO,1314.9,71194.43
santader,UBERLANDIA,MG,1319.6,111469.09
santader,PONTA GROSSA,PR,1319.9,63244.47
santader,SAO CARLOS,SP,1320.1,88396.04
santader,VOTUPORANGA,SP,1322.4,115378.96
santader,CAMPINAS,SP,1325.2,118391.31
santader,VOLTA REDONDA,RJ,1328.1,205099.36
santader,SAO PAULO,SP,1329.6,70778.83
santader,ANAPOLIS,GO,1330,134417.91
santader,BRASILIA,DF,1330,156507.85
santader,AMERICANA,SP,1330.3,74236.87
santader,SAO PAULO,SP,1334,98529.17
santader,GUARATINGUETA,SP,1336.1,76775.82
santader,SAO PAULO,SP,1338,91367.38
santader,SAO PAULO,SP,1346,132270.34
santader,BENTO GONCALVES,RS,1348,49314.16
santader,VOLTA REDONDA,RJ,1349.5,136500.39
santader,BETIM,MG,1349.5,103315.93
santader,SAO PAULO,SP,1350,180902.28
santader,NOVA IGUACU,RJ,1352.3,150641.82
santader,FRANCO DA ROCHA,SP,1353,75174.61
santader,ITAPETININGA,SP,1355.2,104837.77
santader,BRASILIA,DF,1357.6,129345.62
santader,PORTO ALEGRE,RS,1359.6,186007.77
santader,NITEROI,RJ,1368.7,236023.82
santader,GUARUJA,SP,1374.4,227765.19
santader,OSASCO,SP,1378,77306.79
santader,RIO DE JANEIRO,RJ,1380,152419.75
santader,TAUBATE,SP,1381.7,106160.69
santader,SAO CAETANO DO SUL,SP,1386.1,101504.36
santader,BELO HORIZONTE,MG,1402,159047.27
santader,SAO JOSE DOS CAMPOS,SP,1403.6,157420.6
santader,MANAUS,AM,1406.2,104681.1
santader,STA CRUZ RIO PARDO,SP,1409,167056.31
santader,PATROCINIO,MG,1409.5,78872.39
santader,SAO JOSE DO RIO PRETO,SP,1411.3,304551.7
santader,CAXIAS DO SUL,RS,1411.5,136089.21
santader,CAMPINAS,SP,1419.2,406790.61
santader,SAO PAULO,SP,1422,211998.74
santader,RIO GRANDE,RS,1422,130595.29
santader,SAO PAULO,SP,1426.5,98673.42
santader,SAO PAULO,SP,1433,72544.31
santader,SAO JOSE DO RIO PARDO,SP,1434.6,105050.58
santader,SAO PAULO,SP,1437,90523.89
santader,SAO PAULO,SP,1440.3,105534.21
santader,SALVADOR,BA,1441,95705.69
santader,SAO PAULO,SP,1450.8,61481.7
santader,CANOAS,RS,1452,73848.96
santader,RIO DE JANEIRO,RJ,1457,117278.81
santader,CUIABA,MT,1463.1,205188.99
santader,NOVO HORIZONTE,SP,1463.2,82124.5
santader,SAO PAULO,SP,1465,134971.23
santader,SETE LAGOAS,MG,1467.2,71450.29
santader,FORTALEZA,CE,1475.9,117015.66
santader,SAO PAULO,SP,1478,108801.93
santader,SAO PAULO,SP,1478.5,114785.97
santader,OSASCO,SP,1487.5,69786.69
santader,PORTO VELHO,RO,1492.4,64097.21
santader,SALVADOR,BA,1499.7,96846.17
santader,SAO VICENTE,SP,1500,256772.87
santader,CORNELIO PROCOPIO,PR,1500,73167.56
santader,BARRETOS,SP,1501.1,143532.43
santader,SAO PAULO,SP,1507.5,124217.81
santader,JUNDIAI,SP,1508.9,118762.26
santader,CURITIBA,PR,1509.7,135591.39
santader,SAO PAULO,SP,1512.3,261177.66
santader,ITAPERUNA,RJ,1513.6,117909.25
santader,FRANCA,SP,1515.2,60499.2
santader,SAO PAULO,SP,1518.9,149421.35
santader,VITORIA DA CONQUISTA,BA,1519.3,96504.8
santader,GUARULHOS,SP,1519.7,53235.02
santader,MANAUS,AM,1521.7,189329.77
santader,CUIABA,MT,1538,149513.99
santader,ITAPIRA,SP,1545,94665.2
santader,RIO DE JANEIRO,RJ,1547,167874.74
santader,GOIANIA,GO,1558.2,92985.88
santader,RIBEIRAO PRETO,SP,1558.2,139238.08
santader,BAURU,SP,1570,160079.52
santader,BELO HORIZONTE,MG,1571,134899.36
santader,SANTO ANGELO,RS,1579.4,51308.45
santader,FOZ DO IGUACU,PR,1600,134056.43
santader,UBERLANDIA,MG,1613.2,325126.92
santader,SAO PAULO,SP,1619.7,111765.24
santader,TUPA,SP,1620.6,104178.92
santader,ITAJUBA,MG,1625.3,53209.37
santader,PORTO ALEGRE,RS,1637,78799.42
santader,SANTO ANDRE,SP,1644,330718.05
santader,ITU,SP,1644.9,180959.63
santader,RECIFE,PE,1646.8,116308.21
santader,CAXIAS DO SUL,RS,1649.3,69014.49
santader,BELO HORIZONTE,MG,1650.3,108046
santader,CAMPINAS,SP,1658,106629.91
santader,VITORIA,ES,1661,99115.37
santader,SAO PAULO,SP,1667.8,120380.42
santader,SAO BERNARDO DO CAMPO,SP,1671.4,84131.45
santader,CONSELHEIRO LAFAIETE,MG,1672.4,129732.29
santader,GOIANIA,GO,1678.7,102471.96
santader,SALVADOR,BA,1680,106398.48
santader,GUARUJA,SP,1684.3,109699.49
santader,JOINVILLE,SC,1695.5,153702.82
santader,SANTO ANDRE,SP,1703.6,111934.2
santader,SAO BERNARDO DO CAMPO,SP,1704.8,90010.18
santader,JABOTICABAL,SP,1710.6,150512.12
santader,SAO PAULO,SP,1713.2,192721.77
santader,MOGI-GUACU,SP,1714.6,147072.17
santader,TAUBATE,SP,1720.1,121646.72
santader,RIO DE JANEIRO,RJ,1726.3,112290.91
santader,SAO PAULO,SP,1726.7,111923.32
santader,CAMPO GRANDE,MS,1726.9,87206.27
santader,SAO PAULO,SP,1727,104025.89
santader,SAO PAULO,SP,1730.8,64011.21
santader,SAO PAULO,SP,1736.1,117875.66
santader,MACEIO,AL,1737.5,105361.5
santader,SAO PAULO,SP,1737.6,131648.82
santader,RIO DE JANEIRO,RJ,1743,183422.76
santader,GUARULHOS,SP,1743,68000.47
santader,SAO PAULO,SP,1743.3,233634.93
santader,SAO PAULO,SP,1749.1,190792.79
santader,VOLTA REDONDA,RJ,1750.7,141142.13
santader,CAMPINAS,SP,1751.7,109000.7
santader,MANAUS,AM,1765.5,180198.2
santader,LORENA,SP,1766.8,77399.45
santader,SAO PAULO,SP,1770.2,77302.27
santader,VOLTA REDONDA,RJ,1775.3,141719.3
santader,BARRETOS,SP,1776.8,184259.34
santader,ARARAQUARA,SP,1777.3,230135.7
santader,PORTO ALEGRE,RS,1783,98496
santader,RECIFE,PE,1784.5,169867.29
santader,SAO JOAO DA BOA VISTA,SP,1787,170577.95
santader,SAO PAULO,SP,1791,105094.35
santader,CAMPO GRANDE,MS,1792.3,98301.11
santader,SAO PAULO,SP,1794.6,122303.23
santader,BARUERI,SP,1799,119173.92
santader,OSASCO,SP,1799.1,89689.88
santader,TERESINA,PI,1800,156319.4
santader,FLORIANOPOLIS,SC,1804.4,138701.17
santader,SAO PAULO,SP,1813.1,101092.71
santader,ITAPEVA,SP,1820.7,63299.15
santader,PORTO ALEGRE,RS,1825,156486.73
santader,GOIANIA,GO,1830,60146.19
santader,SAO PAULO,SP,1850.6,121551.14
santader,SAO PAULO,SP,1856.5,136518.14
santader,BRASILIA,DF,1869.3,182147.37
santader,RIBEIRAO PRETO,SP,1875.8,148839.46
santader,SAO PAULO,SP,1914.3,77287.62
santader,COTIA,SP,1921.1,116721.8
santader,BRASILIA,DF,1921.2,88393.78
santader,JUNDIAI,SP,1931.1,92582.41
santader,PORTO ALEGRE,RS,1943,65446.75
santader,SAO VICENTE,SP,1962,214399.35
santader,RIO CLARO,SP,1962.2,143063.43
santader,SAO JOSE DOS CAMPOS,SP,1965,168486.83
santader,BRAGANCA PAULISTA,SP,1977.8,85078.67
santader,SAO PAULO,SP,1977.8,135880.64
santader,PIRASSUNUNGA,SP,1979.1,148308.66
santader,SANTOS,SP,1982.4,161512.89
santader,VALINHOS,SP,1982.8,70163.49
santader,MOGI DAS CRUZES,SP,1996,127785.07
santader,PORTO ALEGRE,RS,2023.6,100418.09
santader,RIO DE JANEIRO,RJ,2042.7,216233.1
santader,SAO PAULO,SP,2050,106086.62
santader,SAO PAULO,SP,2052.5,92778.03
santader,SAO PAULO,SP,2056.1,118006.42
santader,DIADEMA,SP,2057.4,146429.99
santader,PRESIDENTE PRUDENTE,SP,2069.1,111134.19
santader,SAO PAULO,SP,2075.4,179638.03
santader,RECIFE,PE,2075.9,92771.14
santader,SAO PAULO,SP,2079,80716.79
santader,MARINGA,PR,2080,129654.31
santader,SAO PAULO,SP,2087,98648.59
santader,SAO PAULO,SP,2087.2,107070.02
santader,JUNDIAI,SP,2093,277882.1
santader,FLORIANOPOLIS,SC,2096.8,108376.28
santader,CARUARU,PE,2122.3,122224.39
santader,SAO PAULO,SP,2134.8,94733.53
santader,PORTO VELHO,RO,2135.9,95278.02
santader,BLUMENAU,SC,2142,136572.87
santader,SUMARE,SP,2147.8,212763.13
santader,SANTA MARIA,RS,2154.8,113136.28
santader,BELO HORIZONTE,MG,2156,144952.91
santader,SOROCABA,SP,2170.2,230850.62
santader,PIRACICABA,SP,2171.1,129830.07
santader,SAO PAULO,SP,2179,103526.13
santader,PELOTAS,RS,2184.9,114885.88
santader,SAO PAULO,SP,2186.2,125510.17
santader,RECIFE,PE,2212,90548.98
santader,BELO HORIZONTE,MG,2214.4,164284.51
santader,FORTALEZA,CE,2220,268045.54
santader,SUZANO,SP,2224.9,127890.34
santader,SAO JOSE DO RIO PRETO,SP,2241.3,380634.23
santader,CAMPINAS,SP,2242.1,182368.52
santader,JUNDIAI,SP,2243.6,107208.54
santader,SAO PAULO,SP,2273.7,85236.04
santader,OURINHOS,SP,2307.6,219846.48
santader,AMERICANA,SP,2317,124911.97
santader,SAO BERNARDO DO CAMPO,SP,2346.2,140059.95
santader,RECIFE,PE,2356.9,219399.52
santader,BELO HORIZONTE,MG,2358.2,140185.47
santader,RIBEIRAO PRETO,SP,2377.9,145299.93
santader,SAO PAULO,SP,2384,114591.48
santader,FRANCA,SP,2385.6,170732.51
santader,SAO PAULO,SP,2387.1,79053.9
santader,JOAO PESSOA,PB,2400,162141.67
santader,MARINGA,PR,2409.4,124742.27
santader,ASSIS,SP,2411.5,145827.3
santader,AMERICANA,SP,2454.8,256782.81
santader,SAO PAULO,SP,2477,285695.07
santader,RIO DE JANEIRO,RJ,2493,128497.27
santader,RIO DE JANEIRO,RJ,2518.5,255385.15
santader,FORTALEZA,CE,2524.3,130553.25
santader,CARAPICUIBA,SP,2540.3,139184.37
santader,SAO PAULO,SP,2569.5,201847.33
santader,SAO BERNARDO DO CAMPO,SP,2579.3,150396.22
santader,SAO PAULO,SP,2594.9,219671.49
santader,PIRACICABA,SP,2610,300684.27
santader,SAO PAULO,SP,2642,123853.54
santader,SANTO ANDRE,SP,2648.4,180345.23
santader,CAXIAS DO SUL,RS,2668.3,107337.76
santader,SAO PAULO,SP,2689,92849.36
santader,SAO BERNARDO DO CAMPO,SP,2719.6,127427.35
santader,SAO PAULO,SP,2724.1,158380.49
santader,SAO PAULO,SP,2857.2,310072.88
santader,CAMPINAS,SP,2872.2,192238.57
santader,CAMPINAS,SP,2916.3,271843.75
santader,ITAJAI,SC,2976.6,112188.62
santader,LIMEIRA,SP,2992.7,235104.43
santader,SAO PAULO,SP,2993.9,105788.79
BB,CARAGUATATUBA,SP,1089,34223
BB,SUPER VAR GOV SP NOR,SP,1274,40383
BB,BERRINI,SP,1123,36327
BB,BACEN-SALVADOR,BA,609,19809
BB,CSL BRASILIA,DF,1620,53484
BB,GENOP RIBEIRAO PRETO,SP,2738,92722
BB,VL.TIBERIO-RIB.PRETO,SP,629,21331
BB,CSL BRASILIA,DF,1620,55136
BB,CSL BRASILIA,DF,1080,36775
BB,CORPORATE RIO SUL,RJ,498,17090
BB,TRES RIOS,RJ,2889,100080
BB,BARRASHOPPING,RJ,1000,35280
BB,CSL BRASILIA,DF,1620,57876
BB,CSL BRASILIA,DF,1620,58220
BB,CSL BRASILIA,DF,1080,39036
BB,GENOP CAMPO GRANDE,MS,756,27824
BB,CONGONHAS,MG,608,22459
BB,VIGARIO-JUNDIAI,SP,1088,40403
BB,TERENOS,MS,2777,105943
BB,JARDIM SATELITE,SP,663,25338
BB,CORPORATE RIO SUL,RJ,498,19810
BB,EMPRES.METROPOLITANA,SP,1131,45205
BB,ALPHAVILLE,SP,692,28343
BB,CSL BRASILIA,DF,1620,66511
BB,JARDIM SATELITE,SP,663,27312
BB,PATOS DE MINAS,MG,2426,102580
BB,CIDADE ADEMAR,SP,607,25914
BB,GERAT-FLORIANOPOLIS,SC,512,22158
BB,EMPRES.METROPOLITANA,SP,1131,49806
BB,EMPRES.SUL,SP,637,28056
BB,ESTILO ALTO B VISTA,SP,608,27023
BB,EMPRES.NORTE PR,PR,525,23607
BB,CATEDRAL-AMPARO,SP,1356,61447
BB,CSL BRASILIA,DF,1080,49610
BB,GAMA LESTE,DF,918,42631.5
BB,CPOS.ELISEOS-RIB.PTO,SP,459,21422
BB,RIO PARDO,RS,1896,88689
BB,ARACRUZ,ES,832,39399
BB,EMPRES.CURITIBA NORT,PR,1002,47700
BB,PCA.BOSQUE-BOTUCATU,SP,2424,115541
BB,MARCELINO RAMOS,RS,1217,58155
BB,JARDIM SATELITE,SP,663,31940
BB,RIACHAO DO JACUIPE,BA,410,19830
BB,AJURE DIST.FEDERAL,DF,1080,52266
BB,AV.JOSE BONIFACIO,SP,1042,50440
BB,EMPRES.VITORIA,ES,761,37386
BB,TUPACIGUARA,MG,769,37803
BB,SAO JOSE DE MIPIBU,RN,365,18070
BB,JARDIM SATELITE,SP,663,32945
BB,TRES PASSOS,RS,2527,125871
BB,FREI MIGUELINHO,PE,900,44892
BB,TEIXEIRAS,MG,1233,61710
BB,EMPRES.NORTE PR,PR,525,26292
BB,SAO JOAQUIM,SC,2002,100319
BB,CSL BRASILIA,DF,1080,54146
BB,IRACEMA-IRACEMAPOLIS,SP,837,42262
BB,AJURE PARANA,PR,1128,57230
BB,CORRENTES,PE,1442,73652
BB,RIO BRANCO,MT,2413,123369
BB,XANXERE,SC,1332,68154
BB,PRES.ANTONIO CARLOS,RJ,537,27840
BB,BORRAZOPOLIS,PR,1272,65996
BB,JARDIM DE ALAH,RJ,389,20200
BB,EMPRES.METROPOLITANA,SP,1131,59366
BB,BARREIROS,SC,802,42453
BB,EMPRES.SUL,SP,637,33840
BB,TRES CORACOES,MG,2563,137836
BB,IPORA,PR,1539,82819
BB,CANOINHAS/BESC,SC,1064,57640
BB,CACADOR/BESC,SC,1054,57132
BB,AHU,PR,358,19472
BB,INDEPENDENCIA-PINHAL,SP,1234,67189
BB,AVENIDA JOAO CESAR,MG,645,35384
BB,NOVA CATANDUVA,SP,276,15157
BB,GIRAU DO PONCIANO,AL,378,20862
BB,ASSAI,PR,2506,138389
BB,CAPOEIRAS,PE,1049,58572
BB,JACUI,MG,835,46881
BB,PIRAJU,SP,1704,95694
BB,GURINHEM,PB,917,51573
BB,ESTILO CARIOCA,RJ,575,32368
BB,BACEN-SALVADOR,BA,609,34319
BB,CAPITAL ECOLOGICA,PR,752,42622
BB,PORTAL DO MORUMBI,SP,687,39027
BB,AVENIDA JOAO CESAR,MG,645,36772
BB,GUAIRA,PR,2187,125144
BB,VERANOPOLIS,RS,1287,74421
BB,ALPHAVILLE,SP,692,40086
BB,EMPRES.DISTR.FEDERAL,DF,702,40761
BB,ESTILO VILA MARIANA,SP,1315,76699
BB,DIONISIO CERQUEIRA,SC,2052,119796
BB,SAO BENEDITO,MG,371,21738
BB,PCA.OSCAR-VALPARAISO,SP,671,39562
BB,ADUSTINA,BA,212,12510
BB,ESTILO SAVASSI,MG,1380,81888
BB,MANDIRITUBA,PR,1289,78748
BB,ESTILO SOROCABA,SP,427,26125
BB,CONSELHEIRO PAULINO,RJ,1166,72426
BB,ALPHAVILLE,SP,692,42985
BB,IBIA,MG,1323,82351
BB,R.FELIPE DOS SANTOS,MG,1120,70520
BB,GUARANESIA,MG,1100,69373
BB,MACHADINHO,RS,540,34147
BB,TAPERA,RS,1229,78032
BB,JARDIM CAMBURI,ES,478,30379
BB,LUZILANDIA,PI,1080,68892
BB,EMPRES.OESTE CATARI,SC,1166,74480
BB,BOM JESUS,RS,616,39363
BB,GRANDES RIOS,PR,824,52680
BB,BOM RETIRO,SC,868,55522
BB,PRIVATE RIO JANEIRO,RJ,497,31791
BB,PIRACEMA,SP,1383,88541
BB,RUA OLIMPIO PAVAN,SP,924,59280
BB,IVAIPORA,PR,1572,101080
BB,BARREIROS/BESC,SC,1851,119207
BB,PEDRO OSORIO,RS,916,59152
BB,PEDRALVA,MG,800,51725
BB,GUARUJA,SP,1740,112538.5
BB,SANTANA,GO,1813,117304
BB,SAO JOSE DO OURO,RS,831,53775
BB,DEODORO-TAQUARITINGA,SP,1403,90864
BB,SAO SIMAO-SP,SP,1200,77754
BB,SAO DOMINGOS-GO,GO,1353,87810
BB,CAMBARA,PR,1825,119135
BB,PARANHOS,MS,1250,81660
BB,ESTILO MARILIA,SP,1293,84516
BB,NOVA LONDRINA,PR,1568,102581
BB,AVENIDA PACAEMBU,SP,500,32843
BB,SAO JOAO DEL REI,MG,2563,168631
BB,JOACABA/BESC,SC,1602,105926
BB,LAGAMAR,MG,768,50801
BB,SAO LUIZ GONZAGA,RS,2294,151915
BB,TRES CORACOES,MG,2563,170408
BB,CONVIVIO DOM PEDRO,SP,1425,95120
BB,MAJOR GOTE,MG,467,31187
BB,AV.GUILHERM COTCHING,SP,1367,91328
BB,IPORA,GO,2026,135679
BB,CANOINHAS,SC,1907,128126
BB,TRES CORACOES,MG,2563,172635
BB,BARRO PRETO,MG,1014,68508
BB,CONCORDIA,SC,2294,155229
BB,SANTA ISABEL DO IVAI,PR,1377,93404
BB,NANUQUE,MG,1605,108914
BB,CUMBICA,SP,1376,94029
BB,BLUMENAU/CENTRO/BESC,SC,2842,194745
BB,EMPRES.SERRA GAUCHA,RS,793,54360
BB,AVENIDA DA FEB,MT,2162,148260
BB,EMPRES.FLUMINENSE,RJ,533,36589
BB,CARANGOLA,MG,1857,127744
BB,LOANDA,PR,1323,91059
BB,PRACA SAO ROQUE,SP,703,48500
BB,SANTA QUITERIA,CE,1178,81293
BB,SAO MATEUS,ES,2227,154008
BB,PEDERNEIRAS,SP,1152,79759
BB,DUAS BARRAS,RJ,739,51298
BB,GUANHAES,MG,1881,130636
BB,VILA GERTI,SP,952,66143
BB,CONSTANTINA,RS,891,61943
BB,FREI PAULO,SE,1184,82463
BB,ITURAMA,MG,1477,103168
