"case","seed","epw","afn","area","atm","azimuth","boundaries","cdh","envelope","hvac","lights","shgc"
"afn_max_area_13_atm_11_azi_118.67_bounds_outdoors_cdh_76_env_heavy_hvac_vrf_lights_13.86_shgc_0.26","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Diamante.do.Norte.868610_INMET","max",325.7,11,118.67,"outdoors",33273,"heavy","vrf",13.86,0.26
"afn_max_area_474_atm_11_azi_178.06_bounds_outdoors_cdh_76_env_heavy_hvac_vrf_lights_13.86_shgc_0.26","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Diamante.do.Norte.868610_INMET","max",850,11,178.06,"outdoors",33273,"heavy","vrf",13.86,0.26
"afn_max_area_474_atm_11_azi_118.67_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_13.86_shgc_0.26","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",850,11,118.67,"outdoors",22591,"heavy","vrf",13.86,0.26
"afn_max_area_474_atm_11_azi_118.67_bounds_outdoors_cdh_76_env_heavy_hvac_vrf_lights_20.86_shgc_0.26","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Diamante.do.Norte.868610_INMET","max",850,11,118.67,"outdoors",33273,"heavy","vrf",20.86,0.26
"afn_max_area_474_atm_11_azi_118.67_bounds_outdoors_cdh_76_env_heavy_hvac_vrf_lights_13.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Diamante.do.Norte.868610_INMET","max",850,11,118.67,"outdoors",33273,"heavy","vrf",13.86,0.66
"afn_max_area_13_atm_11_azi_178.06_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_20.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",325.7,11,178.06,"outdoors",22591,"heavy","vrf",20.86,0.66
"afn_max_area_474_atm_11_azi_178.06_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_20.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",850,11,178.06,"outdoors",22591,"heavy","vrf",20.86,0.66
"afn_max_area_13_atm_11_azi_118.67_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_20.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",325.7,11,118.67,"outdoors",22591,"heavy","vrf",20.86,0.66
"afn_max_area_13_atm_11_azi_178.06_bounds_outdoors_cdh_76_env_heavy_hvac_vrf_lights_20.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Diamante.do.Norte.868610_INMET","max",325.7,11,178.06,"outdoors",33273,"heavy","vrf",20.86,0.66
"afn_max_area_13_atm_11_azi_178.06_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_13.86_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",325.7,11,178.06,"outdoors",22591,"heavy","vrf",13.86,0.66
"afn_max_area_13_atm_11_azi_178.06_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_20.86_shgc_0.26","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",325.7,11,178.06,"outdoors",22591,"heavy","vrf",20.86,0.26
"afn_max_area_275_atm_7_azi_209.17_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_10.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",500,7,209.17,"outdoors",38233,"heavy","vrf",10.11,0.38
"afn_max_area_212_atm_7_azi_209.17_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_10.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",264.7,7,209.17,"outdoors",38233,"heavy","vrf",10.11,0.38
"afn_max_area_275_atm_8_azi_209.17_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_10.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",500,8,209.17,"outdoors",38233,"heavy","vrf",10.11,0.38
"afn_max_area_275_atm_7_azi_268.56_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_10.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",500,7,268.56,"outdoors",38233,"heavy","vrf",10.11,0.38
"afn_max_area_275_atm_7_azi_209.17_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_10.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",500,7,209.17,"outdoors",51343,"heavy","vrf",10.11,0.38
"afn_max_area_275_atm_7_azi_209.17_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_17.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",500,7,209.17,"outdoors",38233,"heavy","vrf",17.11,0.38
"afn_max_area_275_atm_7_azi_209.17_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_10.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",500,7,209.17,"outdoors",38233,"heavy","vrf",10.11,0.28
"afn_max_area_212_atm_8_azi_268.56_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_17.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",264.7,8,268.56,"outdoors",51343,"heavy","vrf",17.11,0.28
"afn_max_area_275_atm_8_azi_268.56_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_17.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",500,8,268.56,"outdoors",51343,"heavy","vrf",17.11,0.28
"afn_max_area_212_atm_7_azi_268.56_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_17.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",264.7,7,268.56,"outdoors",51343,"heavy","vrf",17.11,0.28
"afn_max_area_212_atm_8_azi_209.17_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_17.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",264.7,8,209.17,"outdoors",51343,"heavy","vrf",17.11,0.28
"afn_max_area_212_atm_8_azi_268.56_bounds_outdoors_cdh_106_env_heavy_hvac_vrf_lights_17.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Ituporanga.869570_INMET","max",264.7,8,268.56,"outdoors",38233,"heavy","vrf",17.11,0.28
"afn_max_area_212_atm_8_azi_268.56_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_10.11_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",264.7,8,268.56,"outdoors",51343,"heavy","vrf",10.11,0.28
"afn_max_area_212_atm_8_azi_268.56_bounds_outdoors_cdh_70_env_heavy_hvac_vrf_lights_17.11_shgc_0.38","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Cabrobo.828860_INMET","max",264.7,8,268.56,"outdoors",51343,"heavy","vrf",17.11,0.38
"afn_max_area_673_atm_14_azi_28.17_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_17.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",294,14,28.17,"outdoors",37998,"heavy","vrf",17.61,0.63
"afn_max_area_610_atm_14_azi_28.17_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_17.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",510,14,28.17,"outdoors",37998,"heavy","vrf",17.61,0.63
"afn_max_area_673_atm_15_azi_28.17_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_17.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",294,15,28.17,"outdoors",37998,"heavy","vrf",17.61,0.63
"afn_max_area_673_atm_14_azi_87.56_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_17.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",294,14,87.56,"outdoors",37998,"heavy","vrf",17.61,0.63
"afn_max_area_673_atm_14_azi_28.17_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_17.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",294,14,28.17,"outdoors",56055,"heavy","vrf",17.61,0.63
"afn_max_area_673_atm_14_azi_28.17_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_9.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",294,14,28.17,"outdoors",37998,"heavy","vrf",9.61,0.63
"afn_max_area_673_atm_14_azi_28.17_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_17.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",294,14,28.17,"outdoors",37998,"heavy","vrf",17.61,0.53
"afn_max_area_610_atm_15_azi_87.56_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_9.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",510,15,87.56,"outdoors",56055,"heavy","vrf",9.61,0.53
"afn_max_area_673_atm_15_azi_87.56_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_9.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",294,15,87.56,"outdoors",56055,"heavy","vrf",9.61,0.53
"afn_max_area_610_atm_14_azi_87.56_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_9.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",510,14,87.56,"outdoors",56055,"heavy","vrf",9.61,0.53
"afn_max_area_610_atm_15_azi_28.17_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_9.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",510,15,28.17,"outdoors",56055,"heavy","vrf",9.61,0.53
"afn_max_area_610_atm_15_azi_87.56_bounds_outdoors_cdh_46_env_heavy_hvac_vrf_lights_9.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Juti.868590_INMET","max",510,15,87.56,"outdoors",37998,"heavy","vrf",9.61,0.53
"afn_max_area_610_atm_15_azi_87.56_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_17.61_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",510,15,87.56,"outdoors",56055,"heavy","vrf",17.61,0.53
"afn_max_area_610_atm_15_azi_87.56_bounds_outdoors_cdh_10_env_heavy_hvac_vrf_lights_9.61_shgc_0.63","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Ilheus.866990_INMET","max",510,15,87.56,"outdoors",56055,"heavy","vrf",9.61,0.63
"afn_max_area_375_atm_12_azi_73.42_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_11.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2075.9,12,73.42,"outdoors",69205,"heavy","vrf",11.98,0.32
"afn_max_area_709_atm_12_azi_73.42_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_11.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",800,12,73.42,"outdoors",69205,"heavy","vrf",11.98,0.32
"afn_max_area_375_atm_10_azi_73.42_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_11.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2075.9,10,73.42,"outdoors",69205,"heavy","vrf",11.98,0.32
"afn_max_area_375_atm_12_azi_132.81_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_11.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2075.9,12,132.81,"outdoors",69205,"heavy","vrf",11.98,0.32
"afn_max_area_375_atm_12_azi_73.42_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_11.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",2075.9,12,73.42,"outdoors",47668,"heavy","vrf",11.98,0.32
"afn_max_area_375_atm_12_azi_73.42_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_18.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2075.9,12,73.42,"outdoors",69205,"heavy","vrf",18.98,0.32
"afn_max_area_375_atm_12_azi_73.42_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_11.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",2075.9,12,73.42,"outdoors",69205,"heavy","vrf",11.98,0.47
"afn_max_area_709_atm_10_azi_132.81_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_18.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",800,10,132.81,"outdoors",47668,"heavy","vrf",18.98,0.47
"afn_max_area_375_atm_10_azi_132.81_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_18.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",2075.9,10,132.81,"outdoors",47668,"heavy","vrf",18.98,0.47
"afn_max_area_709_atm_12_azi_132.81_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_18.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",800,12,132.81,"outdoors",47668,"heavy","vrf",18.98,0.47
"afn_max_area_709_atm_10_azi_73.42_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_18.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",800,10,73.42,"outdoors",47668,"heavy","vrf",18.98,0.47
"afn_max_area_709_atm_10_azi_132.81_bounds_outdoors_cdh_1_env_heavy_hvac_vrf_lights_18.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_AC_Porto.Walter.819210_INMET","max",800,10,132.81,"outdoors",69205,"heavy","vrf",18.98,0.47
"afn_max_area_709_atm_10_azi_132.81_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_11.98_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",800,10,132.81,"outdoors",47668,"heavy","vrf",11.98,0.47
"afn_max_area_709_atm_10_azi_132.81_bounds_outdoors_cdh_25_env_heavy_hvac_vrf_lights_18.98_shgc_0.32","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Goias.867120_INMET","max",800,10,132.81,"outdoors",47668,"heavy","vrf",18.98,0.32
"afn_max_area_773_atm_6_azi_254.42_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_19.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",242,6,254.42,"outdoors",73777,"heavy","vrf",19.48,0.57
"afn_max_area_311_atm_6_azi_254.42_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_19.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",734,6,254.42,"outdoors",73777,"heavy","vrf",19.48,0.57
"afn_max_area_773_atm_16_azi_254.42_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_19.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",242,16,254.42,"outdoors",73777,"heavy","vrf",19.48,0.57
"afn_max_area_773_atm_6_azi_313.81_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_19.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",242,6,313.81,"outdoors",73777,"heavy","vrf",19.48,0.57
"afn_max_area_773_atm_6_azi_254.42_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_19.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",242,6,254.42,"outdoors",53567,"heavy","vrf",19.48,0.57
"afn_max_area_773_atm_6_azi_254.42_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_11.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",242,6,254.42,"outdoors",73777,"heavy","vrf",11.48,0.57
"afn_max_area_773_atm_6_azi_254.42_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_19.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",242,6,254.42,"outdoors",73777,"heavy","vrf",19.48,0.72
"afn_max_area_311_atm_16_azi_313.81_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_11.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",734,16,313.81,"outdoors",53567,"heavy","vrf",11.48,0.72
"afn_max_area_773_atm_16_azi_313.81_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_11.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",242,16,313.81,"outdoors",53567,"heavy","vrf",11.48,0.72
"afn_max_area_311_atm_6_azi_313.81_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_11.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",734,6,313.81,"outdoors",53567,"heavy","vrf",11.48,0.72
"afn_max_area_311_atm_16_azi_254.42_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_11.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",734,16,254.42,"outdoors",53567,"heavy","vrf",11.48,0.72
"afn_max_area_311_atm_16_azi_313.81_bounds_outdoors_cdh_61_env_heavy_hvac_vrf_lights_11.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Maraba.825620_INMET","max",734,16,313.81,"outdoors",73777,"heavy","vrf",11.48,0.72
"afn_max_area_311_atm_16_azi_313.81_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_19.48_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",734,16,313.81,"outdoors",53567,"heavy","vrf",19.48,0.72
"afn_max_area_311_atm_16_azi_313.81_bounds_outdoors_cdh_85_env_heavy_hvac_vrf_lights_11.48_shgc_0.57","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Macae.868910_INMET","max",734,16,313.81,"outdoors",53567,"heavy","vrf",11.48,0.57
"afn_max_area_176_atm_15_azi_163.92_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_23.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",1426,15,163.92,"outdoors",63468,"heavy","vrf",23.23,0.7
"afn_max_area_112_atm_15_azi_163.92_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_23.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",791,15,163.92,"outdoors",63468,"heavy","vrf",23.23,0.7
"afn_max_area_176_atm_7_azi_163.92_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_23.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",1426,7,163.92,"outdoors",63468,"heavy","vrf",23.23,0.7
"afn_max_area_176_atm_15_azi_42.31_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_23.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",1426,15,42.31,"outdoors",63468,"heavy","vrf",23.23,0.7
"afn_max_area_176_atm_15_azi_163.92_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_23.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",1426,15,163.92,"outdoors",42882,"heavy","vrf",23.23,0.7
"afn_max_area_176_atm_15_azi_163.92_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_15.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",1426,15,163.92,"outdoors",63468,"heavy","vrf",15.23,0.7
"afn_max_area_176_atm_15_azi_163.92_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_23.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",1426,15,163.92,"outdoors",63468,"heavy","vrf",23.23,0.34
"afn_max_area_112_atm_7_azi_42.31_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_15.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",791,7,42.31,"outdoors",42882,"heavy","vrf",15.23,0.34
"afn_max_area_176_atm_7_azi_42.31_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_15.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",1426,7,42.31,"outdoors",42882,"heavy","vrf",15.23,0.34
"afn_max_area_112_atm_15_azi_42.31_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_15.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",791,15,42.31,"outdoors",42882,"heavy","vrf",15.23,0.34
"afn_max_area_112_atm_7_azi_163.92_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_15.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",791,7,163.92,"outdoors",42882,"heavy","vrf",15.23,0.34
"afn_max_area_112_atm_7_azi_42.31_bounds_outdoors_cdh_91_env_heavy_hvac_vrf_lights_15.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RO_Cacoal.866220_INMET","max",791,7,42.31,"outdoors",63468,"heavy","vrf",15.23,0.34
"afn_max_area_112_atm_7_azi_42.31_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_23.23_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",791,7,42.31,"outdoors",42882,"heavy","vrf",23.23,0.34
"afn_max_area_112_atm_7_azi_42.31_bounds_outdoors_cdh_55_env_heavy_hvac_vrf_lights_15.23_shgc_0.7","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Paranatinga.866840_INMET","max",791,7,42.31,"outdoors",42882,"heavy","vrf",15.23,0.7
"afn_max_area_574_atm_9_azi_344.92_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_15.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",826,9,344.92,"outdoors",63545,"heavy","vrf",15.73,0.45
"afn_max_area_510_atm_9_azi_344.92_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_15.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",272,9,344.92,"outdoors",63545,"heavy","vrf",15.73,0.45
"afn_max_area_574_atm_13_azi_344.92_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_15.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",826,13,344.92,"outdoors",63545,"heavy","vrf",15.73,0.45
"afn_max_area_574_atm_9_azi_223.31_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_15.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",826,9,223.31,"outdoors",63545,"heavy","vrf",15.73,0.45
"afn_max_area_574_atm_9_azi_344.92_bounds_outdoors_cdh_115_env_heavy_hvac_vrf_lights_15.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Sao.Paulo.837810_INMET","max",826,9,344.92,"outdoors",14172,"heavy","vrf",15.73,0.45
"afn_max_area_574_atm_9_azi_344.92_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_22.73_shgc_0.45","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",826,9,344.92,"outdoors",63545,"heavy","vrf",22.73,0.45
"afn_max_area_574_atm_9_azi_344.92_bounds_outdoors_cdh_31_env_heavy_hvac_vrf_lights_15.73_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MA_Grajau.818230_INMET","max",826,9,344.92,"outdoors",63545,"heavy","vrf",15.73,0.59
"afn_max_area_510_atm_13_azi_223.31_bounds_outdoors_cdh_115_env_heavy_hvac_vrf_lights_22.73_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Sao.Paulo.837810_INMET","max",272,13,223.31,"outdoors",14172,"heavy","vrf",22.73,0.59
"afn_max_area_574_atm_13_azi_223.31_bounds_outdoors_cdh_115_env_heavy_hvac_vrf_lights_22.73_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Sao.Paulo.837810_INMET","max",826,13,223.31,"outdoors",14172,"heavy","vrf",22.73,0.59
"afn_max_area_510_atm_9_azi_223.31_bounds_outdoors_cdh_115_env_heavy_hvac_vrf_lights_22.73_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Sao.Paulo.837810_INMET","max",272,9,223.31,"outdoors",14172,"heavy","vrf",22.73,0.59
"afn_max_area_510_atm_13_azi_344.92_bounds_outdoors_cdh_115_env_heavy_hvac_vrf_lights_22.73_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Sao.Paulo.837810_INMET","max",272,13,344.92,"outdoors",14172,"heavy","vrf",22.73,0.59
