"case","seed","hvac","envelope","lights","shgc","afn","azimuth","boundaries","ghr","outputs"
"h_split_e_2.5_l_15.78_s_0.6_v_min_a_159.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.783203125,0.596484375,"min",159.2578125,"adiabatic",45016,71.9834915493432
"h_split_e_2.5_l_17.26_s_0.33_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.333984375,"min",326.6015625,"adiabatic",45016,69.7870679141651
"h_split_e_2.5_l_17.26_s_0.57_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.570703125,"min",326.6015625,"adiabatic",45016,71.1720511605845
"h_split_e_2.5_l_17.26_s_0.57_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.570703125,"min",58.0078125,"adiabatic",45016,69.752723338281
"h_split_e_2.5_l_17.97_s_0.37_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.370703125,"max",238.0078125,"outdoors",45016,76.2727633130048
"h_split_e_2.5_l_17.97_s_0.53_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.533984375,"max",146.6015625,"outdoors",45016,76.055574975838
"h_split_e_2.5_l_17.97_s_0.53_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.533984375,"max",238.0078125,"outdoors",45016,77.6431783284518
"h_split_e_2.5_l_18.41_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,18.408203125,0.658203125,"min",67.8515625,"outdoors",45016,71.0692492964667
"h_split_e_2.5_l_18.41_s_0.67_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,18.408203125,0.671484375,"min",316.7578125,"adiabatic",45016,72.681866602751
"h_split_e_2.5_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.283203125,0.496484375,"max",69.2578125,"adiabatic",45016,74.4988112773209
"h_split_e_2.5_l_19.45_s_0.45_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.446484375,"max",135.3515625,"outdoors",45016,75.9171045166958
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"max",135.3515625,"outdoors",45016,76.6720307252226
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"max",24.2578125,"outdoors",45016,74.809881477001
"h_split_e_2.5_l_19.45_s_0.53_v_min_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"min",135.3515625,"outdoors",45016,73.0292328159535
"h_split_e_2.5_l_19.72_s_0.42_v_min_a_103.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.420703125,"min",103.0078125,"outdoors",45016,71.3551614347766
"h_split_e_2.5_l_19.72_s_0.42_v_min_a_281.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.420703125,"min",281.6015625,"adiabatic",45016,72.7740141417466
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_103.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",103.0078125,"adiabatic",45016,72.9398093261877
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_103.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",103.0078125,"outdoors",45016,72.9398093261877
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_281.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",281.6015625,"outdoors",45016,74.4247121134052
"h_split_e_2.5_l_20.76_s_0.63_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,20.759765625,0.633984375,"max",148.0078125,"adiabatic",45016,78.8564479827552
"h_split_e_2.5_l_20.76_s_0.67_v_max_a_56.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,20.759765625,0.670703125,"max",56.6015625,"adiabatic",45016,76.3027131282104
"h_split_e_2.5_l_21.03_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.033203125,0.446484375,"min",24.2578125,"outdoors",45016,71.8778349178052
"h_split_e_2.5_l_21.03_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.033203125,0.533203125,"max",135.3515625,"outdoors",45016,77.7966746537008
"h_split_e_2.5_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.197265625,0.583203125,"max",0.3515625,"adiabatic",45016,76.9039328698239
"h_split_e_2.5_l_21.47_s_0.63_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.633984375,"max",148.0078125,"adiabatic",45016,79.3629684832061
"h_split_e_2.5_l_21.47_s_0.63_v_max_a_56.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.633984375,"max",56.6015625,"adiabatic",45016,76.6393074192244
"h_split_e_2.5_l_21.47_s_0.67_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.670703125,"max",148.0078125,"adiabatic",45016,79.5891203060507
"h_split_e_2.5_l_22.51_s_0.52_v_min_a_191.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,22.509765625,0.520703125,"min",191.6015625,"outdoors",45016,77.4642113274169
"h_split_e_2.5_l_22.51_s_0.58_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,22.509765625,0.583984375,"min",193.0078125,"adiabatic",45016,78.0711961478566
"h_split_e_2.5_l_23.22_s_0.52_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.520703125,"min",193.0078125,"adiabatic",45016,77.9655135610454
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_191.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",191.6015625,"adiabatic",45016,78.5444795231173
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",193.0078125,"adiabatic",45016,78.5598878941768
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_193.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",193.0078125,"outdoors",45016,78.5598878941768
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.308203125,"min",181.7578125,"outdoors",45016,76.3857643926629
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.308203125,"min",22.8515625,"outdoors",45016,73.2890639245874
"h_split_e_2.5_l_23.82_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.321484375,"min",22.8515625,"outdoors",45016,73.33547675488
"h_split_e_3.7_l_10.26_s_0.37_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,10.259765625,0.370703125,"max",146.6015625,"outdoors",45016,68.4576492789878
"h_split_e_3.7_l_10.97_s_0.33_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,10.970703125,0.333984375,"min",58.0078125,"adiabatic",45016,63.8130188808531
"h_split_e_3.7_l_11.41_s_0.46_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.458203125,"max",136.7578125,"outdoors",45016,69.6928399186911
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",136.7578125,"adiabatic",45016,69.8224003305241
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",136.7578125,"outdoors",45016,69.8224003305241
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_247.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",247.8515625,"outdoors",45016,71.1238158190603
"h_split_e_3.7_l_12.28_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,12.283203125,0.583203125,"max",0.3515625,"adiabatic",45016,70.1466077194391
"h_split_e_3.7_l_13.16_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.308203125,"min",181.7578125,"outdoors",45016,68.2374248345471
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.321484375,"min",181.7578125,"outdoors",45016,68.3196571540446
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.321484375,"min",22.8515625,"outdoors",45016,65.6027679924491
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.421484375,"min",112.8515625,"adiabatic",45016,66.7440711186683
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.421484375,"min",91.7578125,"adiabatic",45016,66.2990377001694
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.608203125,"min",112.8515625,"adiabatic",45016,68.0789849080868
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.608203125,"min",91.7578125,"adiabatic",45016,67.5362637120475
"h_split_e_3.7_l_13.76_s_0.43_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.433984375,"min",236.6015625,"outdoors",45016,68.9958840103029
"h_split_e_3.7_l_13.76_s_0.47_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.470703125,"min",236.6015625,"outdoors",45016,69.3192841207801
"h_split_e_3.7_l_13.76_s_0.47_v_min_a_328.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.470703125,"min",328.0078125,"outdoors",45016,67.8925321551258
"h_split_e_3.7_l_14.2_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.197265625,0.496484375,"max",69.2578125,"adiabatic",45016,70.5472297273004
"h_split_e_3.7_l_14.47_s_0.43_v_min_a_328.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.470703125,0.433984375,"min",328.0078125,"outdoors",45016,68.1735320101605
"h_split_e_3.7_l_14.47_s_0.47_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.470703125,0.470703125,"min",236.6015625,"outdoors",45016,69.8573009243222
"h_split_e_3.7_l_15.95_s_0.35_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.346484375,"max",45.3515625,"adiabatic",45016,70.9308448484541
"h_split_e_3.7_l_15.95_s_0.35_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.346484375,"min",294.2578125,"adiabatic",45016,68.9254137343954
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"max",294.2578125,"adiabatic",45016,73.4135668496634
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"max",45.3515625,"adiabatic",45016,71.3310364679964
"h_split_e_3.7_l_15.95_s_0.43_v_min_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"min",45.3515625,"adiabatic",45016,67.8218582432348
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.421484375,"min",112.8515625,"adiabatic",45016,69.1080162023018
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.421484375,"min",91.7578125,"adiabatic",45016,68.6567551033566
"h_split_e_3.7_l_16.66_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.608203125,"min",112.8515625,"adiabatic",45016,70.4204735470158
"h_split_e_3.7_l_16.66_s_0.61_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.608203125,"min",91.7578125,"adiabatic",45016,69.8738555019854
"h_split_e_3.7_l_17.26_s_0.57_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.259765625,0.570703125,"min",326.6015625,"adiabatic",45016,71.1568472499546
"h_split_e_3.7_l_17.53_s_0.35_v_max_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.533203125,0.346484375,"max",294.2578125,"adiabatic",45016,74.134309172695
"h_split_e_3.7_l_17.53_s_0.35_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.533203125,0.346484375,"min",294.2578125,"adiabatic",45016,70.1339552419229
"h_split_e_3.7_l_17.53_s_0.35_v_min_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.533203125,0.346484375,"min",45.3515625,"adiabatic",45016,68.5925551558051
"h_split_e_3.7_l_17.53_s_0.43_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.533203125,0.433203125,"max",45.3515625,"adiabatic",45016,72.5027188212011
"h_split_e_3.7_l_17.53_s_0.43_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.533203125,0.433203125,"min",294.2578125,"adiabatic",45016,70.5188698350178
"h_split_e_3.7_l_17.7_s_0.4_v_max_a_339.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.697265625,0.396484375,"max",339.2578125,"outdoors",45016,73.406786192181
"h_split_e_3.7_l_17.7_s_0.68_v_min_a_270.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.697265625,0.683203125,"min",270.3515625,"adiabatic",45016,72.8282503329617
"h_split_e_3.7_l_17.97_s_0.53_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,17.970703125,0.533984375,"max",238.0078125,"outdoors",45016,77.0425365596407
"h_split_e_3.7_l_19.28_s_0.38_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.283203125,0.383203125,"max",69.2578125,"adiabatic",45016,73.5887568373369
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_180.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.283203125,0.496484375,"max",180.3515625,"adiabatic",45016,77.846391282004
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.283203125,0.496484375,"max",69.2578125,"adiabatic",45016,74.2463499633661
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.283203125,0.496484375,"max",69.2578125,"outdoors",45016,74.2463499633661
"h_split_e_3.7_l_19.28_s_0.5_v_min_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.283203125,0.496484375,"min",69.2578125,"adiabatic",45016,70.6288133948287
"h_split_e_3.7_l_19.45_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.447265625,0.446484375,"min",24.2578125,"outdoors",45016,70.6770386240421
"h_split_e_3.7_l_19.45_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,19.447265625,0.533203125,"max",135.3515625,"outdoors",45016,76.2540100712847
"h_split_e_3.7_l_21.03_s_0.45_v_max_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.033203125,0.446484375,"max",24.2578125,"outdoors",45016,75.4150380108679
"h_split_e_3.7_l_21.03_s_0.45_v_min_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.033203125,0.446484375,"min",135.3515625,"outdoors",45016,73.0321874691033
"h_split_e_3.7_l_21.03_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.033203125,0.446484375,"min",24.2578125,"outdoors",45016,71.8145679455068
"h_split_e_3.7_l_21.03_s_0.53_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.033203125,0.533203125,"min",24.2578125,"outdoors",45016,72.2596216460923
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.197265625,0.583203125,"max",0.3515625,"adiabatic",45016,76.9387177277708
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.197265625,0.583203125,"max",0.3515625,"outdoors",45016,76.9387177277708
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_249.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.197265625,0.583203125,"max",249.2578125,"adiabatic",45016,79.6068376619407
"h_split_e_3.7_l_21.2_s_0.58_v_min_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.197265625,0.583203125,"min",0.3515625,"adiabatic",45016,73.5406201695914
"h_split_e_3.7_l_21.2_s_0.7_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,21.197265625,0.696484375,"max",0.3515625,"adiabatic",45016,77.4303572734748
"h_split_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.072265625,0.458203125,"max",247.8515625,"adiabatic",45016,79.31717734788
"h_split_e_3.7_l_22.07_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.072265625,0.471484375,"max",136.7578125,"outdoors",45016,77.6719654764787
"h_split_e_3.7_l_22.51_s_0.52_v_min_a_191.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.509765625,0.520703125,"min",191.6015625,"adiabatic",45016,77.1602656108315
"h_split_e_3.7_l_22.51_s_0.52_v_min_a_191.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.509765625,0.520703125,"min",191.6015625,"outdoors",45016,77.1602656108315
"h_split_e_3.7_l_22.51_s_0.52_v_min_a_193.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.509765625,0.520703125,"min",193.0078125,"outdoors",45016,77.1789161761838
"h_split_e_3.7_l_22.51_s_0.58_v_min_a_191.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.509765625,0.583984375,"min",191.6015625,"outdoors",45016,77.7776688377379
"h_split_e_3.7_l_22.78_s_0.4_v_max_a_270.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.783203125,0.396484375,"max",270.3515625,"outdoors",45016,78.9518672558023
"h_split_e_3.7_l_22.78_s_0.4_v_max_a_339.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.783203125,0.396484375,"max",339.2578125,"adiabatic",45016,77.2409913272326
"h_split_e_3.7_l_22.78_s_0.4_v_max_a_339.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.783203125,0.396484375,"max",339.2578125,"outdoors",45016,77.2409913272326
"h_split_e_3.7_l_22.78_s_0.4_v_min_a_339.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.783203125,0.396484375,"min",339.2578125,"outdoors",45016,73.8328963482184
"h_split_e_3.7_l_22.78_s_0.68_v_max_a_339.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,22.783203125,0.683203125,"max",339.2578125,"outdoors",45016,78.8770957431149
"h_split_e_3.7_l_23.22_s_0.52_v_min_a_191.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,23.220703125,0.520703125,"min",191.6015625,"outdoors",45016,77.6608584656382
"h_split_e_3.7_l_23.22_s_0.58_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,23.220703125,0.583984375,"min",193.0078125,"adiabatic",45016,78.2978989850145
"h_split_e_3.7_l_23.82_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,23.822265625,0.308203125,"min",22.8515625,"outdoors",45016,73.2436181682623
"h_split_e_3.7_l_23.82_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,23.822265625,0.321484375,"min",181.7578125,"outdoors",45016,76.1262255637422
"h_vrf_e_2.5_l_10.26_s_0.37_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.259765625,0.370703125,"max",146.6015625,"outdoors",45016,39.3504266281509
"h_vrf_e_2.5_l_10.53_s_0.55_v_max_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.533203125,0.546484375,"max",114.2578125,"outdoors",45016,39.8093617295051
"h_vrf_e_2.5_l_10.53_s_0.55_v_max_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.533203125,0.546484375,"max",225.3515625,"outdoors",45016,40.5234766918654
"h_vrf_e_2.5_l_10.53_s_0.55_v_min_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.533203125,0.546484375,"min",114.2578125,"outdoors",45016,39.3850304061254
"h_vrf_e_2.5_l_10.53_s_0.63_v_max_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.533203125,0.633203125,"max",114.2578125,"outdoors",45016,40.0682544783277
"h_vrf_e_2.5_l_10.53_s_0.63_v_min_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.533203125,0.633203125,"min",225.3515625,"outdoors",45016,40.4049222518617
"h_vrf_e_2.5_l_10.7_s_0.48_v_max_a_90.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.697265625,0.483203125,"max",90.3515625,"outdoors",45016,39.3922315501272
"h_vrf_e_2.5_l_10.7_s_0.6_v_min_a_159.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.697265625,0.596484375,"min",159.2578125,"adiabatic",45016,40.0054737066453
"h_vrf_e_2.5_l_10.97_s_0.33_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",2.5,10.970703125,0.333984375,"min",58.0078125,"adiabatic",45016,38.2581383116702
