"case","seed","hvac","envelope","lights","shgc","afn","azimuth","boundaries"
"h_split_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",22.072265625,0.458203125,"max",247.8515625,"adiabatic"
"h_vrf_e_3.7_l_11.41_s_0.46_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",11.408203125,0.458203125,"max",247.8515625,"adiabatic"
"h_vrf_e_3.7_l_22.07_s_0.47_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",22.072265625,0.471484375,"max",247.8515625,"adiabatic"
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_136.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",22.072265625,0.458203125,"max",136.7578125,"adiabatic"
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",22.072265625,0.458203125,"max",247.8515625,"outdoors"
"h_vrf_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",11.408203125,0.471484375,"max",136.7578125,"outdoors"
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",11.408203125,0.471484375,"max",136.7578125,"outdoors"
"h_split_e_3.7_l_22.07_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",22.072265625,0.471484375,"max",136.7578125,"outdoors"
"h_split_e_3.7_l_11.41_s_0.46_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",11.408203125,0.458203125,"max",136.7578125,"outdoors"
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_247.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",11.408203125,0.471484375,"max",247.8515625,"outdoors"
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",11.408203125,0.471484375,"max",136.7578125,"adiabatic"
